"id","token_id","attendee_id","score_acquired","claimed_at","created_at","updated_at"
"4908","2450","816","197","2025-07-18 14:32:13.087+00","2025-07-18 14:32:13.087+00","2025-07-18 14:32:13.087+00"
"4909","3","869","197","2025-07-18 14:32:14.485+00","2025-07-18 14:32:14.485+00","2025-07-18 14:32:14.485+00"
"4910","269","2757","1353","2025-07-18 14:32:19.321+00","2025-07-18 14:32:19.322+00","2025-07-18 14:32:19.322+00"
"4911","5640","2423","197","2025-07-18 14:32:23.469+00","2025-07-18 14:32:23.469+00","2025-07-18 14:32:23.469+00"
"4912","1198","654","1353","2025-07-18 14:32:26.712+00","2025-07-18 14:32:26.712+00","2025-07-18 14:32:26.712+00"
"4913","1","957","20","2025-07-18 14:32:31.682+00","2025-07-18 14:32:31.682+00","2025-07-18 14:32:31.682+00"
"4914","5106","2829","122","2025-07-18 14:32:32.293+00","2025-07-18 14:32:32.293+00","2025-07-18 14:32:32.293+00"
"4915","1","439","20","2025-07-18 14:32:35.41+00","2025-07-18 14:32:35.41+00","2025-07-18 14:32:35.41+00"
"4916","5110","429","122","2025-07-18 14:32:36.69+00","2025-07-18 14:32:36.69+00","2025-07-18 14:32:36.69+00"
"4917","5106","957","122","2025-07-18 14:32:42.167+00","2025-07-18 14:32:42.168+00","2025-07-18 14:32:42.168+00"
"4918","4049","2757","197","2025-07-18 14:32:42.8+00","2025-07-18 14:32:42.8+00","2025-07-18 14:32:42.8+00"
"4919","5106","439","122","2025-07-18 14:32:45.537+00","2025-07-18 14:32:45.537+00","2025-07-18 14:32:45.537+00"
"4920","5103","957","122","2025-07-18 14:32:50.22+00","2025-07-18 14:32:50.22+00","2025-07-18 14:32:50.22+00"
"4921","5106","2924","122","2025-07-18 14:32:51.397+00","2025-07-18 14:32:51.397+00","2025-07-18 14:32:51.397+00"
"4922","1413","1494","319","2025-07-18 14:32:52.576+00","2025-07-18 14:32:52.576+00","2025-07-18 14:32:52.576+00"
"4923","5101","957","122","2025-07-18 14:32:54.057+00","2025-07-18 14:32:54.057+00","2025-07-18 14:32:54.057+00"
"4924","5101","2829","122","2025-07-18 14:32:58.893+00","2025-07-18 14:32:58.893+00","2025-07-18 14:32:58.893+00"
"4925","5107","439","122","2025-07-18 14:33:04.366+00","2025-07-18 14:33:04.366+00","2025-07-18 14:33:04.366+00"
"4926","5107","957","122","2025-07-18 14:33:04.586+00","2025-07-18 14:33:04.586+00","2025-07-18 14:33:04.586+00"
"4927","5640","2829","197","2025-07-18 14:33:05.574+00","2025-07-18 14:33:05.575+00","2025-07-18 14:33:05.575+00"
"4928","5096","2924","319","2025-07-18 14:33:07.984+00","2025-07-18 14:33:07.984+00","2025-07-18 14:33:07.984+00"
"4929","5101","439","122","2025-07-18 14:33:09.629+00","2025-07-18 14:33:09.629+00","2025-07-18 14:33:09.629+00"
"4930","3950","654","197","2025-07-18 14:33:11.347+00","2025-07-18 14:33:11.347+00","2025-07-18 14:33:11.347+00"
"4931","5108","957","122","2025-07-18 14:33:14.499+00","2025-07-18 14:33:14.499+00","2025-07-18 14:33:14.499+00"
"4932","5110","2919","122","2025-07-18 14:33:15.349+00","2025-07-18 14:33:15.349+00","2025-07-18 14:33:15.349+00"
"4933","5112","812","122","2025-07-18 14:33:16.608+00","2025-07-18 14:33:16.608+00","2025-07-18 14:33:16.608+00"
"4934","5108","2829","122","2025-07-18 14:33:17.617+00","2025-07-18 14:33:17.617+00","2025-07-18 14:33:17.617+00"
"4935","5092","2924","319","2025-07-18 14:33:22.087+00","2025-07-18 14:33:22.088+00","2025-07-18 14:33:22.088+00"
"4936","5108","438","122","2025-07-18 14:33:22.385+00","2025-07-18 14:33:22.385+00","2025-07-18 14:33:22.385+00"
"4937","5640","2513","197","2025-07-18 14:33:23.221+00","2025-07-18 14:33:23.221+00","2025-07-18 14:33:23.221+00"
"4938","5108","439","122","2025-07-18 14:33:25.184+00","2025-07-18 14:33:25.184+00","2025-07-18 14:33:25.184+00"
"4939","5110","957","122","2025-07-18 14:33:25.37+00","2025-07-18 14:33:25.37+00","2025-07-18 14:33:25.37+00"
"4940","5103","1625","122","2025-07-18 14:33:25.567+00","2025-07-18 14:33:25.567+00","2025-07-18 14:33:25.567+00"
"4941","5","291","197","2025-07-18 14:33:27.622+00","2025-07-18 14:33:27.622+00","2025-07-18 14:33:27.622+00"
"4942","5110","1381","122","2025-07-18 14:33:28.032+00","2025-07-18 14:33:28.032+00","2025-07-18 14:33:28.032+00"
"4943","5104","2829","122","2025-07-18 14:33:29.516+00","2025-07-18 14:33:29.516+00","2025-07-18 14:33:29.516+00"
"4944","5110","263","122","2025-07-18 14:33:31.734+00","2025-07-18 14:33:31.734+00","2025-07-18 14:33:31.734+00"
"4945","5110","439","122","2025-07-18 14:33:36.892+00","2025-07-18 14:33:36.892+00","2025-07-18 14:33:36.892+00"
"4946","310","559","1353","2025-07-18 14:33:38.143+00","2025-07-18 14:33:38.143+00","2025-07-18 14:33:38.143+00"
"4947","5109","957","122","2025-07-18 14:33:39.453+00","2025-07-18 14:33:39.453+00","2025-07-18 14:33:39.453+00"
"4948","5124","1962","319","2025-07-18 14:33:39.701+00","2025-07-18 14:33:39.701+00","2025-07-18 14:33:39.701+00"
"4949","5101","2423","122","2025-07-18 14:33:41.467+00","2025-07-18 14:33:41.467+00","2025-07-18 14:33:41.467+00"
"4950","3","1601","197","2025-07-18 14:33:44.698+00","2025-07-18 14:33:44.699+00","2025-07-18 14:33:44.699+00"
"4951","2646","1628","197","2025-07-18 14:33:45.063+00","2025-07-18 14:33:45.063+00","2025-07-18 14:33:45.063+00"
"4952","5109","2423","122","2025-07-18 14:33:46.02+00","2025-07-18 14:33:46.021+00","2025-07-18 14:33:46.021+00"
"4953","5109","439","122","2025-07-18 14:33:47.985+00","2025-07-18 14:33:47.985+00","2025-07-18 14:33:47.985+00"
"4954","5107","1381","122","2025-07-18 14:33:49.839+00","2025-07-18 14:33:49.839+00","2025-07-18 14:33:49.839+00"
"4955","5111","957","122","2025-07-18 14:33:52.231+00","2025-07-18 14:33:52.231+00","2025-07-18 14:33:52.231+00"
"4956","3","262","197","2025-07-18 14:33:52.79+00","2025-07-18 14:33:52.79+00","2025-07-18 14:33:52.79+00"
"4957","5110","295","122","2025-07-18 14:33:55.918+00","2025-07-18 14:33:55.918+00","2025-07-18 14:33:55.918+00"
"4958","5110","2423","122","2025-07-18 14:33:56.927+00","2025-07-18 14:33:56.927+00","2025-07-18 14:33:56.927+00"
"4959","5101","1381","122","2025-07-18 14:33:58.254+00","2025-07-18 14:33:58.254+00","2025-07-18 14:33:58.254+00"
"4960","5111","439","122","2025-07-18 14:34:02.167+00","2025-07-18 14:34:02.167+00","2025-07-18 14:34:02.167+00"
"4961","5124","1963","319","2025-07-18 14:34:05.316+00","2025-07-18 14:34:05.316+00","2025-07-18 14:34:05.316+00"
"4962","5112","957","122","2025-07-18 14:34:05.508+00","2025-07-18 14:34:05.508+00","2025-07-18 14:34:05.508+00"
"4963","5111","2424","122","2025-07-18 14:34:06.328+00","2025-07-18 14:34:06.328+00","2025-07-18 14:34:06.328+00"
"4964","5112","2440","122","2025-07-18 14:34:07.885+00","2025-07-18 14:34:07.885+00","2025-07-18 14:34:07.885+00"
"4965","5122","2829","319","2025-07-18 14:34:09.705+00","2025-07-18 14:34:09.705+00","2025-07-18 14:34:09.705+00"
"4966","5112","439","122","2025-07-18 14:34:13.029+00","2025-07-18 14:34:13.029+00","2025-07-18 14:34:13.029+00"
"4967","5640","1381","197","2025-07-18 14:34:13.639+00","2025-07-18 14:34:13.639+00","2025-07-18 14:34:13.639+00"
"4968","5","515","197","2025-07-18 14:34:15.778+00","2025-07-18 14:34:15.778+00","2025-07-18 14:34:15.778+00"
"4969","5122","439","319","2025-07-18 14:34:16.788+00","2025-07-18 14:34:16.788+00","2025-07-18 14:34:16.788+00"
"4970","3929","2919","197","2025-07-18 14:34:22.657+00","2025-07-18 14:34:22.657+00","2025-07-18 14:34:22.657+00"
"4971","5122","957","319","2025-07-18 14:34:22.7+00","2025-07-18 14:34:22.7+00","2025-07-18 14:34:22.7+00"
"4972","5104","1381","122","2025-07-18 14:34:28.282+00","2025-07-18 14:34:28.282+00","2025-07-18 14:34:28.282+00"
"4973","5640","1962","197","2025-07-18 14:34:30.849+00","2025-07-18 14:34:30.85+00","2025-07-18 14:34:30.85+00"
"4974","5124","553","319","2025-07-18 14:34:32.082+00","2025-07-18 14:34:32.082+00","2025-07-18 14:34:32.082+00"
"4975","5103","2443","122","2025-07-18 14:34:34+00","2025-07-18 14:34:34+00","2025-07-18 14:34:34+00"
"4976","5","771","197","2025-07-18 14:34:35.075+00","2025-07-18 14:34:35.075+00","2025-07-18 14:34:35.075+00"
"4977","5124","637","319","2025-07-18 14:34:36.869+00","2025-07-18 14:34:36.869+00","2025-07-18 14:34:36.869+00"
"4978","5101","2443","122","2025-07-18 14:34:38.631+00","2025-07-18 14:34:38.631+00","2025-07-18 14:34:38.631+00"
"4979","3894","2931","197","2025-07-18 14:34:39.75+00","2025-07-18 14:34:39.75+00","2025-07-18 14:34:39.75+00"
"4980","5640","1963","197","2025-07-18 14:34:40.066+00","2025-07-18 14:34:40.066+00","2025-07-18 14:34:40.066+00"
"4981","5105","2440","122","2025-07-18 14:34:43.926+00","2025-07-18 14:34:43.926+00","2025-07-18 14:34:43.926+00"
"4982","5108","1752","122","2025-07-18 14:34:44.309+00","2025-07-18 14:34:44.309+00","2025-07-18 14:34:44.309+00"
"4983","5103","1626","122","2025-07-18 14:34:44.678+00","2025-07-18 14:34:44.678+00","2025-07-18 14:34:44.678+00"
"4984","5640","553","197","2025-07-18 14:34:44.803+00","2025-07-18 14:34:44.803+00","2025-07-18 14:34:44.803+00"
"4985","5102","957","122","2025-07-18 14:34:44.814+00","2025-07-18 14:34:44.814+00","2025-07-18 14:34:44.814+00"
"4986","5103","1962","122","2025-07-18 14:34:44.947+00","2025-07-18 14:34:44.947+00","2025-07-18 14:34:44.947+00"
"4987","5124","593","319","2025-07-18 14:34:48.339+00","2025-07-18 14:34:48.339+00","2025-07-18 14:34:48.339+00"
"4988","5640","637","197","2025-07-18 14:34:52.968+00","2025-07-18 14:34:52.968+00","2025-07-18 14:34:52.968+00"
"4989","2646","1630","197","2025-07-18 14:34:54.443+00","2025-07-18 14:34:54.443+00","2025-07-18 14:34:54.443+00"
"4990","5104","2443","122","2025-07-18 14:34:56.006+00","2025-07-18 14:34:56.006+00","2025-07-18 14:34:56.006+00"
"4991","5640","593","197","2025-07-18 14:34:56.135+00","2025-07-18 14:34:56.135+00","2025-07-18 14:34:56.135+00"
"4992","1245","1784","197","2025-07-18 14:34:57.044+00","2025-07-18 14:34:57.044+00","2025-07-18 14:34:57.044+00"
"4993","5103","439","122","2025-07-18 14:34:58.015+00","2025-07-18 14:34:58.015+00","2025-07-18 14:34:58.015+00"
"4994","2956","1626","197","2025-07-18 14:34:58.607+00","2025-07-18 14:34:58.607+00","2025-07-18 14:34:58.607+00"
"4995","5106","2440","122","2025-07-18 14:34:59.969+00","2025-07-18 14:34:59.969+00","2025-07-18 14:34:59.969+00"
"4996","5103","1963","122","2025-07-18 14:35:02.907+00","2025-07-18 14:35:02.908+00","2025-07-18 14:35:02.908+00"
"4997","5104","957","122","2025-07-18 14:35:02.977+00","2025-07-18 14:35:02.977+00","2025-07-18 14:35:02.977+00"
"4998","5104","439","122","2025-07-18 14:35:03.072+00","2025-07-18 14:35:03.072+00","2025-07-18 14:35:03.072+00"
"4999","1","2829","20","2025-07-18 14:35:05.82+00","2025-07-18 14:35:05.82+00","2025-07-18 14:35:05.82+00"
"5000","5104","2423","122","2025-07-18 14:35:06.057+00","2025-07-18 14:35:06.058+00","2025-07-18 14:35:06.058+00"
"5001","5105","2443","122","2025-07-18 14:35:07.865+00","2025-07-18 14:35:07.865+00","2025-07-18 14:35:07.865+00"
"5002","5101","1962","122","2025-07-18 14:35:08.769+00","2025-07-18 14:35:08.769+00","2025-07-18 14:35:08.769+00"
"5003","5131","1518","517","2025-07-18 14:35:13.033+00","2025-07-18 14:35:13.033+00","2025-07-18 14:35:13.033+00"
"5004","5124","295","319","2025-07-18 14:35:13.149+00","2025-07-18 14:35:13.149+00","2025-07-18 14:35:13.149+00"
"5005","5105","957","122","2025-07-18 14:35:14.109+00","2025-07-18 14:35:14.109+00","2025-07-18 14:35:14.109+00"
"5006","5108","1381","122","2025-07-18 14:35:14.466+00","2025-07-18 14:35:14.466+00","2025-07-18 14:35:14.466+00"
"5007","3","1714","197","2025-07-18 14:35:16.497+00","2025-07-18 14:35:16.497+00","2025-07-18 14:35:16.497+00"
"5008","3797","314","197","2025-07-18 14:35:16.996+00","2025-07-18 14:35:16.996+00","2025-07-18 14:35:16.996+00"
"5009","2623","1626","197","2025-07-18 14:35:17.438+00","2025-07-18 14:35:17.439+00","2025-07-18 14:35:17.439+00"
"5010","5106","2443","122","2025-07-18 14:35:17.843+00","2025-07-18 14:35:17.843+00","2025-07-18 14:35:17.843+00"
"5011","1381","1670","319","2025-07-18 14:35:19.922+00","2025-07-18 14:35:19.922+00","2025-07-18 14:35:19.922+00"
"5012","5105","439","122","2025-07-18 14:35:21.345+00","2025-07-18 14:35:21.345+00","2025-07-18 14:35:21.345+00"
"5013","5101","734","122","2025-07-18 14:35:21.635+00","2025-07-18 14:35:21.635+00","2025-07-18 14:35:21.635+00"
"5014","5101","1963","122","2025-07-18 14:35:23.762+00","2025-07-18 14:35:23.762+00","2025-07-18 14:35:23.762+00"
"5015","5643","734","197","2025-07-18 14:35:23.869+00","2025-07-18 14:35:23.869+00","2025-07-18 14:35:23.869+00"
"5016","5111","812","122","2025-07-18 14:35:24.211+00","2025-07-18 14:35:24.211+00","2025-07-18 14:35:24.211+00"
"5017","5107","2443","122","2025-07-18 14:35:26.116+00","2025-07-18 14:35:26.116+00","2025-07-18 14:35:26.116+00"
"5018","137","1784","197","2025-07-18 14:35:27.451+00","2025-07-18 14:35:27.451+00","2025-07-18 14:35:27.451+00"
"5019","6","2748","308","2025-07-18 14:35:28.972+00","2025-07-18 14:35:28.972+00","2025-07-18 14:35:28.972+00"
"5020","1924","904","197","2025-07-18 14:35:29.111+00","2025-07-18 14:35:29.111+00","2025-07-18 14:35:29.111+00"
"5021","3857","314","197","2025-07-18 14:35:29.192+00","2025-07-18 14:35:29.192+00","2025-07-18 14:35:29.192+00"
"5022","5103","734","122","2025-07-18 14:35:35.922+00","2025-07-18 14:35:35.922+00","2025-07-18 14:35:35.922+00"
"5023","5103","1381","122","2025-07-18 14:35:37.113+00","2025-07-18 14:35:37.113+00","2025-07-18 14:35:37.113+00"
"5024","5108","2443","122","2025-07-18 14:35:37.453+00","2025-07-18 14:35:37.453+00","2025-07-18 14:35:37.453+00"
"5025","5108","1962","122","2025-07-18 14:35:41.452+00","2025-07-18 14:35:41.453+00","2025-07-18 14:35:41.453+00"
"5026","5109","2443","122","2025-07-18 14:35:43.053+00","2025-07-18 14:35:43.054+00","2025-07-18 14:35:43.054+00"
"5027","3483","314","197","2025-07-18 14:35:45.242+00","2025-07-18 14:35:45.242+00","2025-07-18 14:35:45.242+00"
"5028","5103","1752","122","2025-07-18 14:35:47.014+00","2025-07-18 14:35:47.014+00","2025-07-18 14:35:47.014+00"
"5029","5112","2443","122","2025-07-18 14:35:54.974+00","2025-07-18 14:35:54.974+00","2025-07-18 14:35:54.974+00"
"5030","5640","439","197","2025-07-18 14:35:57.856+00","2025-07-18 14:35:57.856+00","2025-07-18 14:35:57.856+00"
"5031","3642","314","1353","2025-07-18 14:35:58.447+00","2025-07-18 14:35:58.447+00","2025-07-18 14:35:58.447+00"
"5032","2623","1628","197","2025-07-18 14:35:58.806+00","2025-07-18 14:35:58.806+00","2025-07-18 14:35:58.806+00"
"5033","5101","1929","122","2025-07-18 14:36:06.918+00","2025-07-18 14:36:06.918+00","2025-07-18 14:36:06.918+00"
"5034","5099","1770","319","2025-07-18 14:36:12.017+00","2025-07-18 14:36:12.017+00","2025-07-18 14:36:12.017+00"
"5035","1403","2184","319","2025-07-18 14:36:18.908+00","2025-07-18 14:36:18.908+00","2025-07-18 14:36:18.908+00"
"5036","2858","1626","1353","2025-07-18 14:36:19.408+00","2025-07-18 14:36:19.408+00","2025-07-18 14:36:19.408+00"
"5037","5103","1929","122","2025-07-18 14:36:19.522+00","2025-07-18 14:36:19.522+00","2025-07-18 14:36:19.522+00"
"5038","137","1783","197","2025-07-18 14:36:20.067+00","2025-07-18 14:36:20.067+00","2025-07-18 14:36:20.067+00"
"5039","5101","1932","122","2025-07-18 14:36:20.695+00","2025-07-18 14:36:20.695+00","2025-07-18 14:36:20.695+00"
"5040","6","643","297","2025-07-18 14:36:20.741+00","2025-07-18 14:36:20.741+00","2025-07-18 14:36:20.741+00"
"5041","5104","1521","122","2025-07-18 14:36:22.377+00","2025-07-18 14:36:22.377+00","2025-07-18 14:36:22.377+00"
"5042","6","650","286","2025-07-18 14:36:24.892+00","2025-07-18 14:36:24.892+00","2025-07-18 14:36:24.892+00"
"5043","5103","1932","122","2025-07-18 14:36:25.242+00","2025-07-18 14:36:25.242+00","2025-07-18 14:36:25.242+00"
"5044","5099","614","319","2025-07-18 14:36:25.485+00","2025-07-18 14:36:25.485+00","2025-07-18 14:36:25.485+00"
"5045","1455","1767","319","2025-07-18 14:36:25.953+00","2025-07-18 14:36:25.954+00","2025-07-18 14:36:25.954+00"
"5046","5104","1932","122","2025-07-18 14:36:30.103+00","2025-07-18 14:36:30.103+00","2025-07-18 14:36:30.103+00"
"5047","5099","613","319","2025-07-18 14:36:30.195+00","2025-07-18 14:36:30.195+00","2025-07-18 14:36:30.195+00"
"5048","643","2478","1353","2025-07-18 14:36:30.711+00","2025-07-18 14:36:30.712+00","2025-07-18 14:36:30.712+00"
"5049","5105","1929","122","2025-07-18 14:36:32.798+00","2025-07-18 14:36:32.798+00","2025-07-18 14:36:32.798+00"
"5050","5095","1521","319","2025-07-18 14:36:36.096+00","2025-07-18 14:36:36.097+00","2025-07-18 14:36:36.097+00"
"5051","5104","1929","122","2025-07-18 14:36:37.648+00","2025-07-18 14:36:37.648+00","2025-07-18 14:36:37.648+00"
"5052","6","644","275","2025-07-18 14:36:42.077+00","2025-07-18 14:36:42.077+00","2025-07-18 14:36:42.077+00"
"5053","6","672","264","2025-07-18 14:36:47.539+00","2025-07-18 14:36:47.539+00","2025-07-18 14:36:47.539+00"
"5054","5092","553","319","2025-07-18 14:36:47.929+00","2025-07-18 14:36:47.93+00","2025-07-18 14:36:47.93+00"
"5055","1389","2184","319","2025-07-18 14:36:49.681+00","2025-07-18 14:36:49.681+00","2025-07-18 14:36:49.681+00"
"5056","5106","1929","122","2025-07-18 14:36:51.955+00","2025-07-18 14:36:51.955+00","2025-07-18 14:36:51.955+00"
"5057","5101","1784","122","2025-07-18 14:36:55.194+00","2025-07-18 14:36:55.194+00","2025-07-18 14:36:55.194+00"
"5058","5107","1929","122","2025-07-18 14:36:56.959+00","2025-07-18 14:36:56.959+00","2025-07-18 14:36:56.959+00"
"5059","5112","1932","122","2025-07-18 14:36:57.838+00","2025-07-18 14:36:57.838+00","2025-07-18 14:36:57.838+00"
"5060","5110","1932","122","2025-07-18 14:37:01.672+00","2025-07-18 14:37:01.672+00","2025-07-18 14:37:01.672+00"
"5061","5101","438","122","2025-07-18 14:37:02.01+00","2025-07-18 14:37:02.01+00","2025-07-18 14:37:02.01+00"
"5062","5095","2440","319","2025-07-18 14:37:05.902+00","2025-07-18 14:37:05.902+00","2025-07-18 14:37:05.902+00"
"5063","5109","2420","122","2025-07-18 14:37:08.438+00","2025-07-18 14:37:08.438+00","2025-07-18 14:37:08.438+00"
"5064","5108","1929","122","2025-07-18 14:37:09.973+00","2025-07-18 14:37:09.974+00","2025-07-18 14:37:09.974+00"
"5065","2108","655","197","2025-07-18 14:37:09.988+00","2025-07-18 14:37:09.988+00","2025-07-18 14:37:09.988+00"
"5066","5111","1932","122","2025-07-18 14:37:10.828+00","2025-07-18 14:37:10.828+00","2025-07-18 14:37:10.828+00"
"5067","5109","1929","122","2025-07-18 14:37:17.099+00","2025-07-18 14:37:17.099+00","2025-07-18 14:37:17.099+00"
"5068","5092","637","319","2025-07-18 14:37:18.06+00","2025-07-18 14:37:18.06+00","2025-07-18 14:37:18.06+00"
"5069","5103","553","122","2025-07-18 14:37:18.695+00","2025-07-18 14:37:18.695+00","2025-07-18 14:37:18.695+00"
"5070","5104","1784","122","2025-07-18 14:37:20.252+00","2025-07-18 14:37:20.252+00","2025-07-18 14:37:20.252+00"
"5071","5092","593","319","2025-07-18 14:37:23.375+00","2025-07-18 14:37:23.375+00","2025-07-18 14:37:23.375+00"
"5072","5104","1962","122","2025-07-18 14:37:25.141+00","2025-07-18 14:37:25.141+00","2025-07-18 14:37:25.141+00"
"5073","5101","553","122","2025-07-18 14:37:25.944+00","2025-07-18 14:37:25.944+00","2025-07-18 14:37:25.944+00"
"5074","5110","1929","122","2025-07-18 14:37:26.628+00","2025-07-18 14:37:26.628+00","2025-07-18 14:37:26.628+00"
"5075","5106","2187","122","2025-07-18 14:37:28.486+00","2025-07-18 14:37:28.486+00","2025-07-18 14:37:28.486+00"
"5076","5103","593","122","2025-07-18 14:37:30.668+00","2025-07-18 14:37:30.668+00","2025-07-18 14:37:30.668+00"
"5077","1456","2184","319","2025-07-18 14:37:31.089+00","2025-07-18 14:37:31.089+00","2025-07-18 14:37:31.089+00"
"5078","6","642","253","2025-07-18 14:37:35.21+00","2025-07-18 14:37:35.21+00","2025-07-18 14:37:35.21+00"
"5079","5101","593","122","2025-07-18 14:37:35.268+00","2025-07-18 14:37:35.268+00","2025-07-18 14:37:35.268+00"
"5080","5112","2187","122","2025-07-18 14:37:37.135+00","2025-07-18 14:37:37.135+00","2025-07-18 14:37:37.135+00"
"5081","5111","1929","122","2025-07-18 14:37:37.771+00","2025-07-18 14:37:37.771+00","2025-07-18 14:37:37.771+00"
"5082","5108","1932","122","2025-07-18 14:37:38.208+00","2025-07-18 14:37:38.208+00","2025-07-18 14:37:38.208+00"
"5083","2949","1629","197","2025-07-18 14:37:41.565+00","2025-07-18 14:37:41.565+00","2025-07-18 14:37:41.565+00"
"5084","5095","2556","319","2025-07-18 14:37:44.408+00","2025-07-18 14:37:44.408+00","2025-07-18 14:37:44.408+00"
"5085","5105","1932","122","2025-07-18 14:37:46.575+00","2025-07-18 14:37:46.575+00","2025-07-18 14:37:46.575+00"
"5086","5","407","197","2025-07-18 14:37:49.568+00","2025-07-18 14:37:49.569+00","2025-07-18 14:37:49.569+00"
"5087","5101","1927","122","2025-07-18 14:37:49.673+00","2025-07-18 14:37:49.673+00","2025-07-18 14:37:49.673+00"
"5088","5107","1784","122","2025-07-18 14:37:49.782+00","2025-07-18 14:37:49.782+00","2025-07-18 14:37:49.782+00"
"5089","5","403","197","2025-07-18 14:37:52.816+00","2025-07-18 14:37:52.816+00","2025-07-18 14:37:52.816+00"
"5090","1370","2184","319","2025-07-18 14:37:55.021+00","2025-07-18 14:37:55.021+00","2025-07-18 14:37:55.021+00"
"5091","5104","1927","122","2025-07-18 14:37:55.672+00","2025-07-18 14:37:55.672+00","2025-07-18 14:37:55.672+00"
"5092","5095","2555","319","2025-07-18 14:37:55.772+00","2025-07-18 14:37:55.772+00","2025-07-18 14:37:55.772+00"
"5093","5112","1929","122","2025-07-18 14:37:56.136+00","2025-07-18 14:37:56.136+00","2025-07-18 14:37:56.136+00"
"5094","5104","1963","122","2025-07-18 14:37:56.582+00","2025-07-18 14:37:56.582+00","2025-07-18 14:37:56.582+00"
"5095","5110","1962","122","2025-07-18 14:37:56.947+00","2025-07-18 14:37:56.948+00","2025-07-18 14:37:56.948+00"
"5096","5092","1748","319","2025-07-18 14:37:58.188+00","2025-07-18 14:37:58.188+00","2025-07-18 14:37:58.188+00"
"5097","5103","1927","122","2025-07-18 14:38:00.262+00","2025-07-18 14:38:00.262+00","2025-07-18 14:38:00.262+00"
"5098","5106","1932","122","2025-07-18 14:38:00.645+00","2025-07-18 14:38:00.645+00","2025-07-18 14:38:00.645+00"
"5099","4","2140","197","2025-07-18 14:38:00.8+00","2025-07-18 14:38:00.8+00","2025-07-18 14:38:00.8+00"
"5100","5107","637","122","2025-07-18 14:38:01.339+00","2025-07-18 14:38:01.339+00","2025-07-18 14:38:01.339+00"
"5101","5102","1929","122","2025-07-18 14:38:01.513+00","2025-07-18 14:38:01.513+00","2025-07-18 14:38:01.513+00"
"5102","3","2600","197","2025-07-18 14:38:02.687+00","2025-07-18 14:38:02.688+00","2025-07-18 14:38:02.688+00"
"5103","2433","2903","197","2025-07-18 14:38:05.11+00","2025-07-18 14:38:05.11+00","2025-07-18 14:38:05.11+00"
"5104","5107","553","122","2025-07-18 14:38:05.795+00","2025-07-18 14:38:05.796+00","2025-07-18 14:38:05.796+00"
"5105","5108","593","122","2025-07-18 14:38:09.804+00","2025-07-18 14:38:09.805+00","2025-07-18 14:38:09.805+00"
"5106","5107","1927","122","2025-07-18 14:38:09.872+00","2025-07-18 14:38:09.873+00","2025-07-18 14:38:09.873+00"
"5107","5107","1963","122","2025-07-18 14:38:10.267+00","2025-07-18 14:38:10.267+00","2025-07-18 14:38:10.267+00"
"5108","5110","1784","122","2025-07-18 14:38:15.383+00","2025-07-18 14:38:15.383+00","2025-07-18 14:38:15.383+00"
"5109","5109","1932","122","2025-07-18 14:38:16.849+00","2025-07-18 14:38:16.85+00","2025-07-18 14:38:16.85+00"
"5110","5","293","197","2025-07-18 14:38:18.689+00","2025-07-18 14:38:18.689+00","2025-07-18 14:38:18.689+00"
"5111","5109","1962","122","2025-07-18 14:38:18.815+00","2025-07-18 14:38:18.815+00","2025-07-18 14:38:18.815+00"
"5112","5108","637","122","2025-07-18 14:38:19.014+00","2025-07-18 14:38:19.014+00","2025-07-18 14:38:19.014+00"
"5113","5110","1963","122","2025-07-18 14:38:19.113+00","2025-07-18 14:38:19.113+00","2025-07-18 14:38:19.113+00"
"5114","5111","2187","122","2025-07-18 14:38:19.457+00","2025-07-18 14:38:19.457+00","2025-07-18 14:38:19.457+00"
"5115","5108","1927","122","2025-07-18 14:38:23.223+00","2025-07-18 14:38:23.223+00","2025-07-18 14:38:23.223+00"
"5116","5107","1932","122","2025-07-18 14:38:23.769+00","2025-07-18 14:38:23.769+00","2025-07-18 14:38:23.769+00"
"5117","5109","2829","122","2025-07-18 14:38:24.293+00","2025-07-18 14:38:24.293+00","2025-07-18 14:38:24.293+00"
"5118","3","2597","197","2025-07-18 14:38:24.857+00","2025-07-18 14:38:24.857+00","2025-07-18 14:38:24.857+00"
"5119","2620","1629","197","2025-07-18 14:38:25.997+00","2025-07-18 14:38:25.997+00","2025-07-18 14:38:25.997+00"
"5120","5107","1962","122","2025-07-18 14:38:27.621+00","2025-07-18 14:38:27.621+00","2025-07-18 14:38:27.621+00"
"5121","5109","1963","122","2025-07-18 14:38:28.988+00","2025-07-18 14:38:28.988+00","2025-07-18 14:38:28.988+00"
"5122","5108","553","122","2025-07-18 14:38:31.218+00","2025-07-18 14:38:31.218+00","2025-07-18 14:38:31.218+00"
"5123","5106","1784","122","2025-07-18 14:38:31.858+00","2025-07-18 14:38:31.858+00","2025-07-18 14:38:31.858+00"
"5124","5102","438","122","2025-07-18 14:38:32.871+00","2025-07-18 14:38:32.871+00","2025-07-18 14:38:32.871+00"
"5125","5102","1932","122","2025-07-18 14:38:35.699+00","2025-07-18 14:38:35.699+00","2025-07-18 14:38:35.699+00"
"5126","2516","1648","197","2025-07-18 14:38:36.087+00","2025-07-18 14:38:36.087+00","2025-07-18 14:38:36.087+00"
